,valence,text,,,,,
3008,,"Også vores historiske arv er ramt , et trist eksempel er slotsparken ved Versailles .",,,,,
3009,,"Det forekommer ret naturligt , at den nationale og europæiske solidaritet skal gøre sig gældende til fordel for de skadede regioner og de mennesker , der er hårdest ramt .",,,,,
3010,,"Imidlertid , som de foregående talere sagde , og som De , hr. kommissær , skrev i et svar til min kollega , Jean-Claude Martinez , med hensyn til en anden tragedie , nemlig oversvømmelserne i november i Sydøstfrankrig , har De med bekymring bemærket disse katastrofer , men kan ikke gøre andet end at minde om , at budgetposten og nødhjælpsbevillingerne i forbindelse med naturkatastrofer er fjernet , hvilket fører til det chokerende paradoks , der blev fremhævet af den foregående taler , nemlig at det er betydeligt nemmere at komme ofre for naturkatastrofer uden for Unionen til hjælp , end det er at hjælpe vores egne borgere , når de rammes .",,,,,
3011,,"De nøjes med , hr. kommissær , og det forstår vi godt , at henvise til en hypotetisk mulighed langt ude i fremtiden for at drage fordel af strukturfondene i medfør af mål 2 eller overgangsordningen for mål 2 eller 5b .",,,,,
3012,,"Det er de ord , der fremgår af det skriftlige svar , De gav min kollega den 11. januar 2000 .",,,,,
3013,,"Jeg har en kopi , hvis De vil se det .",,,,,
3014,,"Vi forstår udmærket , at De ikke kan sige andet - stillet over for den uansvarlige holdning , som både Kommissionen og Europa-Parlamentet lægger for dagen - at De ikke kan gøre noget på grund af manglende juridiske og finansielle rammer .",,,,,
3015,,"Men lad for himlens skyld være med , og dette er ikke aggressivt ment , at foreslå allerede fastlagte bevillinger inden for rammerne af regionalpolitikken , der intet har med sagen at gøre , som hjælp til ofrene for uvejret .",,,,,
3016,,"Det haster således med inden for rammerne af et supplerende budget at genetablere den budgetpost , som vi havde fået tildelt til anvendelse i tilfælde af naturkatastrofer .",,,,,
3017,,"Vi må anvende støttebevillingerne fra topmødet i Berlin , og vi må ændre den skovbrugspolitik , som føres i de fleste medlemslande i Den Europæiske Union , men det er et andet problem .",,,,,
3018,,"Hr. formand , hr. kommissær , kære kolleger , Europa har været hårdt prøvet her i begyndelsen af det nye årtusinde .",,,,,
3019,,"Jeg vil først og fremmest udtrykke min dybeste medfølelse for de familier , der er i sorg på grund af det uvejr , der hærgede Europa i december .",,,,,
3020,,Stormen er en miljøkatastrofe uden sidestykke for vores skove .,,,,,
3021,,"Tillad mig at sende en særlig tanke til skovområderne i min region , Lorraine , der har lidt betydelig skade .",,,,,
3022,,"Jeg lykønsker lokalsamfundene , de frivillige og de offentlige virksomheder for deres eksemplariske indsats , der desværre ikke er overstået endnu .",,,,,
3023,,"Det er således Europas pligt at støtte og supplere den indsats , regeringerne i de ramte medlemsstater yder .",,,,,
3024,,Jeg glæder mig over hr .,,,,,
3025,,"Barniers redegørelse , og jeg hilser i øvrigt de forholdsregler , Kommissionen har meddelt , velkomne .",,,,,
3026,,"Jeg glemmer bestemt ikke den økonomiske side af spørgsmålet , skovsektoren er ødelagt , og en hel befolkning oplever de dramatiske konsekvenser heraf .",,,,,
3027,,"Det fælles handlingsprogram til beskyttelse af civile , der blev indført med Rådets beslutning af 9. december , trådte i kraft fra den 1. januar 2000 .",,,,,
3028,,"Jeg anmoder staterne om at benytte denne lejlighed til at sørge for , at programmet fungerer ubeklageligt .",,,,,
3029,,"Det er effektivt på nogle områder - og jeg tvivler ikke på oprigtigheden af kommissær Barniers ord - men jeg må med beklagelse konstatere , at det er ufuldstændigt med hensyn til skovbrugssektoren .",,,,,
3030,,"Mens vi venter på , at bevillingerne bliver frigivet på fællesskabsniveau , er det vigtige således den materielle hjælp inden for rammerne af en partnerskabsudveksling mellem medlemslandene .",,,,,
3031,,Således forekommer det vigtigt at styrke skovvæsenet og få det på fode igen så hurtig som muligt .,,,,,
3032,,Udlån af skovmateriel og mulighed for at få kvalificeret personale inden for skovbrug indgår ligeledes i denne foranstaltning .,,,,,
3033,,"Den kommende udfordring vil være at undgå de problemer med hensyn til plantesundhed , der er forbundet med efterladelsen af betragtelige mængder træ i skoven og forureningen af grundvandet , der skyldes oplagring af store mængder træ .",,,,,
3034,,Endelig er det nødvendigt at nedsætte udvindelsen af træ på roden og fremme salget af vindfældet træ .,,,,,
3035,,Dette salg bør støttes af en solid mediedækning på europæisk plan .,,,,,
3036,,"Denne støtte til realisering af træ udgør naturligvis kun første etape af en støtte , der skal udformes som hjælp til genopførelsen af skovene og støtte til fysisk planlægning af landområderne .",,,,,
3037,,Jeg opfordrer således Kommissionen til at medtage den i en overvejelse om forvaltning af nødhjælpen .,,,,,
3038,,"Det er under sørgelige omstændigheder , at Europa fornyer sine skove i den udstrækning , de spiller en rolle i bevaringen af det vilde dyreliv og det naturlige miljø og i økonomien for vores lande .",,,,,
3039,,"Tiden er således inde til solidaritet og samarbejde mellem medlemsstaterne , der står over for en miljømæssig og økonomisk ulykke .",,,,,
3040,,"Det er Europas opgave at foreslå prioriterede aktioner til bevarelse af skovsektoren , så denne solidaritet til fulde kommer til udtryk .",,,,,
3041,,"Orkanen Lothar skal for os være en anledning til at gå væk fra vores uindskrænkede helbredelsesprincip , sådan som det også i høj grad kommer i fokus her , og i stedet gå over til forebyggelsesprincippet , hvor de potentielle forårsagere også drages til ansvar .",,,,,
3042,,Vores nuværende programmer skal fremskyndes .,,,,,
3043,,Forpligtelserne fra Kyoto kan f.eks. ikke gennemføres sammen med Kommissionens nuværende koncepter .,,,,,
3044,,"Handlen med emissionscertifikater er efter min mening umoralsk og løser ikke problemet , men udskyder det kun .",,,,,
3045,,Hele afgiftssystemet skal økologiseres på mellemlangt sigt .,,,,,
3046,,"Gennemførelsen af anvisningerne i hvidbogen for vedvarende energikilder , der ville føre til en massiv reduktion af drivhusgasserne , skal fremskyndes .",,,,,
3047,,"Alt det , som den nye Kommission hidtil har fremlagt på dette område , er langtfra tilfredsstillende og alt for lidt !",,,,,
3048,,"Hr. kommissær , hr. formand , ærede damer og herrer , indtil nu har Lothar været et normalt navn .",,,,,
3049,,Desværre har Lothar dog nu opnået en kedelig berømmelse .,,,,,
3050,,"Orkanen af samme navn fejede hen over Europa og krævede talrige ofre i især Frankrig og Tyskland , men også i Schweiz , og efterlod et ryddet område af ødelæggelser .",,,,,
3051,,"Vinden sejrede over elmaster , tage , vejskilte og til slut skoven .",,,,,
3052,,"Der er jo kun tale om skøn , når vi nu hører , at uvejret på kort tid har været skyld i , at der nu ligger ca .",,,,,
3053,,120 millioner rummeter træ i Europa .,,,,,
3054,,"Jeg har lyttet opmærksomt til Dem , hr. kommissær , og glæder mig også overordentlig over , at De på et tidspunkt vil besigtige katastrofen på stedet i Frankrig og i Tyskland .",,,,,
3055,,"Når fru Schreyer nu kommer til Schwarzwald en af de kommende dage , vil den enkelte landmand eventuelt spørge : "" Hvordan kan Kommissionen nu hjælpe mig ?",,,,,
3056,,"Hvordan kan Europa hjælpe mig ? """,,,,,
3057,,"Hvad vil De sige til forstmanden , hvis hans bedrift eventuelt ikke ligger i mål 2-området , hvis hans bedrift ikke ligger i 5b-området ?",,,,,
3058,,"Hvad vil Kommissionen svare under besøget på stedet , hvis De siger til skovbrugeren , at vi støtter vejbygning , vi støtter diger , vi ønsker at genopbygge den kulturelle arv , vi ønsker tilbud inden for turismen osv . ?",,,,,
3059,,Alt dette er velmente råd .,,,,,
3060,,"Men jeg kommer selv fra et skovbrug i det nordlige Tyskland , og jeg kan sige Dem , at vi allerede nu kan mærke disse enorme skader .",,,,,
3061,,"Skovene udtyndes ikke i det fornødne omfang , skovene bliver ikke passet i det nødvendige omfang .",,,,,
3062,,"Det , vi har et presserende behov for fra Kommissionens side , er også et ja til national støtte , så vi ikke bagefter igen skal tale om konkurrencesituationer .",,,,,
3063,,"Hr. formand , hr. kommissær , kære kolleger , tillad mig først og fremmest at henvise til to forhold .",,,,,
3064,,For det første snød NATO sig i begyndelsen af 1999 med deltagelse af de fleste af Den Europæiske Unions medlemslande i frihedens navn fra at bombe Kosovo .,,,,,
3065,,Nu forsøger vi med gigantiske midler at bringe landet på fode igen og hjælpe dets befolkning .,,,,,
3066,,Med rette .,,,,,
3067,,For det andet rasede utrolige storme i slutningen af 1999 og bragte død og elendighed over store landområder i EU .,,,,,
3068,,De berørtes råb om hjælp blev besvaret med et skuldertræk hos Kommissionen i Bruxelles .,,,,,
3069,,"Vi har ingen midler og ingen muligheder til det formål , lød det .",,,,,
3070,,"Kære kolleger , det er forkert !",,,,,
3071,,"Det er der heller ingen , der kan forstå .",,,,,
3072,,"Og da slet ikke de , der bekymrer sig om deres eksistens .",,,,,
3073,,"Menneskene i Den Europæiske Union forventer solidaritet , også inden for Fællesskabet .",,,,,
3074,,"Jeg mener , at de har krav på solidaritet .",,,,,
3075,,"Europa-Parlamentet skal i nødens stund sørge for , at dette krav også opfyldes .",,,,,
3076,,"Jeg forlanger , at Kommissionen ikke forhaler tingene , men i stedet går ofrene for uvejret i møde med nogle tilbud .",,,,,
3077,,Den kender midlerne og metoderne for hjælp bedre end nogen lokal organisation eller myndighed .,,,,,
3078,,"Jeg beder , kære kolleger , om Deres støtte , når det handler om at gøre det klart for Kommissionen , at det ikke så meget handler om mangelen på hjælpemuligheder , men snarere om mangelen på god vilje på mangt et kontor i Bruxelles !",,,,,
3079,,"Lad mig komme med endnu en bemærkning : Det er ikke helt så tydeligt i forbindelse med følgerne af stormen , men ulykken med tankskibet ud for den franske kyst understreger tydeligt , at vi også skal hjælpe Kommissionen på gled i en anden sag .",,,,,
3080,,Vi har i Den Europæiske Union et presserende behov for bestemmelser med hensyn til miljøansvar .,,,,,
3081,,"Det går ikke længere , at almenheden skal betale for de skader , som enkeltpersoner har anrettet , ofte med kriminelle handlinger .",,,,,
3082,,"Vi må gøre de personer , der har forårsaget ulykkerne , ansvarlige for alle former for skader på vores miljø .",,,,,
3083,,"Så vil alle f.eks. overveje , om de skal lade olie transportere i et tankskib , der er lige ved at gå fra hinanden .",,,,,
3084,,"Da jeg i 1994 , for mere end fem år siden , kom ind i Europa-Parlamentets Retsudvalg , fik jeg lejlighed til at påtage mig området miljøansvar som ordfører .",,,,,
3085,,"Siden den dag har jeg ventet på et initiativ fra Kommissionen , der også giver mig arbejde .",,,,,
3086,,"Det er en skandale , der snart må sættes en stopper for , og jeg håber , at denne sag ikke udskydes endnu en gang til februar !",,,,,
3087,,"Hr. formand , hr. kommissær , dette uvejr ved årtusindeskiftet skal i grunden anspore os til at tænke over problemerne .",,,,,
3088,,"Det står nu klart , at mennesket stadig ikke er i stand til at undvige naturkatastrofer .",,,,,
3089,,"Naturkatastrofer har været der altid , og de vil blive ved med at være der .",,,,,
3090,,Det kræver selvfølgelig solidaritet i denne forbindelse .,,,,,
3091,,"Der er helt sikkert brug for civil beskyttelse i hele Europa , og der skal også oprettes en post i EU ' s budget for naturkatastrofer .",,,,,
3092,,"Men - og det er det vigtigste - fejlene i forholdet mellem natur og menneske begås altid kun af mennesket - også selvom de ofte bliver begået gennem århundreder - og aldrig af naturen , for naturen kan ikke begå fejl .",,,,,
3093,,"Skaderne i denne forbindelse var afhængige af befolkningstætheden , af infrastrukturformen og selvfølgelig også af de mange monokulturer , når vi taler om skove .",,,,,
3094,,"Selvfølgelig går jeg ind for , at vi hjælper , hvor der er mulighed for det .",,,,,
3095,,"Men i hjælpen skal der tages højde for , at el- og telefonnet måske fremover i højere grad bliver lagt i jorden .",,,,,
3096,,Vi skal tage hensyn til mindre kredsløb og især fokusere på stabile blandingsskove og ikke på monokulturer i genplantningen med skov .,,,,,
3097,,Den vigtigste diskussion i denne forbindelse er dog klimaet .,,,,,
3098,,"Vi i Europa har indtil nu være privilegerede , fordi vi har Golfstrømmen , og Golfstrømmen stadig fungerer .",,,,,
